id,name,shape,base,extras,outline,hex1,hex2,expression,animation,score,effect,sideEffect.,,,,,,,,,,,,
856,Persimmon,Round,Pink,None,Yellow,#54e507,#ff00ff,X),None,5.33%,This pill radiates love and joy upon discovering hidden gems in their city.,Claiming to have popularised the phrase: “I am Groot”,,,,,,,,,,,,
857,Kokallen,Star,Pink,None,Purple,#ffde00,#ffde00,X(,None,13.37%,"This pill causes the user's compliments to feel like a gentle rain of confetti, made entirely of their favorite dessert.",Embarrassing skin reaction to military uniforms.,,,,,,,,,,,,
858,Mispermit,Star,Yellow,None,Yellow,#ff00ff,#ffedd7,X(,None,13.37%,"This pill causes the user's supportive words to feel like a surprise, yet delightful visit from a troupe of comedic, helpful garden gnomes.",Intense fear of car horns.,,,,,,,,,,,,
859,Feety,Capsule,Pink,None,Yellow,#ffde00,#0bc4ff,X{},None,36.51%,This pill will make the user feel courageous in the company of strangers.,A compulsion to play the audiobook of Meditations by Marcus Aurelius on a portable speaker at the green grocers while stroking one's chin.,,,,,,,,,,,,
860,Manizo,Oval,Yellow,None,Peach,#ffde00,#903ef9,X*,None,9.91%,This pill will make the user an expert in histoscopy.,Obsession with trying to make a viable tofu tutu.,,,,,,,,,,,,
861,Varia,Diamond,Peach,None,Pink,#ffde00,#ffedd7,X),None,7.24%,"This pill will enable the user to become a living meme, always reacting with perfect timing and wit.",A burgeoning passion for two-handed tennis.,,,,,,,,,,,,
862,Weadhe,Round,Yellow,None,Yellow,#ffde00,#ff00ff,X*,None,5.33%,This pill will make the user an expert in stereotoxicofinance.,Tendency to savour others misfortune.,,,,,,,,,,,,
863,Memodirectem,Capsule,Red,None,Yellow,#ff00ff,#ff00ff,X{},None,36.51%,This pill will give the user the ability to talk to plants if they're in the mood to chat.,Fear of riding camels.,,,,,,,,,,,,
864,Geum,Pentagon,Red + Yellow,None,Pink,#fc8300,#54e507,X(,None,11.28%,This pill allows to user to strongly empathise with podiatry technicians.,Intermittent transformation into an arctotherium.,,,,,,,,,,,,
865,Ibrahim,Capsule,Yellow,None,Pink,#54e507,#54e507,X),None,36.51%,"This pill will make the user have the experience of dining with Auguste Escoffier, the master of French cuisine.",A newfound love for camel wrestling.,,,,,,,,,,,,
866,Fliboon,Capsule,Peach,None,Pink,#ff00ff,#ff00ff,XO,None,36.51%,This pill gives the user the ability to win arguments by dancing.,Nervous cough in reaction to language students.,,,,,,,,,,,,
867,Pyromancer,Pentagon,Red + Yellow,None,Yellow,#ffde00,#54e507,XO,None,11.28%,This pill gives the user the ability to stun geneticists with their sprinting.,Hallucinatory experiences with a shepadoodle.,,,,,,,,,,,,
868,Chaldy,Capsule,Red + Yellow,Gold Burst,Green,#ffde00,#ff00ff,X),None,36.51%,This pill grants the user intense joy and happiness.,"Spontaneous outbreaks of dancing and singing, regardless of location.",,,,,,,,,,,,
869,Dreanor,Capsule,Green + Purple,None,Pink,#54e507,#ffde00,X{},None,36.51%,This pill will make the user able to veer off into different career paths with great success each time.,Intense fear of stitches.,,,,,,,,,,,,
870,Kolinas,Star,Orange + Pink,None,Yellow,#ff00ff,#0bc4ff,XI,None,13.37%,This pill will make the user cutting when appraising friends' choices.,Uncontrollable scatting.,,,,,,,,,,,,
871,Krushtonite,Capsule,Blue,None,Pink,#903ef9,#ffde00,XO,None,36.51%,This pill gives the user the power to blow the mind of hot air balloonists with their basket weaving.,Deviant fixation on brutal regimes.,,,,,,,,,,,,
872,Guficent,Pentagon,Red + Blue,None,Peach,#54e507,#ffde00,X{},None,11.28%,This pill will give the user the sensory abilities of a prairie dog.,Swollen wrists.,,,,,,,,,,,,
873,Snuffbox23,Capsule,Orange,None,Green,#ffde00,#54e507,X{},None,36.51%,This pill will make the user able to replace any world leader with a more competent one.,Bursting into song upon seeing a ripe mango.,,,,,,,,,,,,
874,Miragone,Capsule,Yellow + Purple,None,Yellow,#fc8300,#ff00ff,X{},None,36.51%,This pill will make the user feel like they are domineering even when they're quite the opposite.,A pattern of radiator bleeding at parties.,,,,,,,,,,,,
875,Whirbles,Diamond,Pink,None,Pink,#ffedd7,#54e507,X],None,7.24%,This pill will make the user feel indifference in the bedroom.,Inability to digest bagels.,,,,,,,,,,,,
876,Maniacalax,Round,Pink,Multi Burst,Pink,#ffedd7,#ff00ff,X),None,5.33%,This pill will make the inside of the users mouth taste like salted caramel Häagen-Dazs.,Brain freeze.,,,,,,,,,,,,
877,Snealthy,Diamond,Pink,None,Pink,#54e507,#ff00ff,X),None,7.24%,This pill will implant in the user memories of basking in the warm glow of humanity with Emperor Norton in a rainbow-lit glen.,Accidentally becoming an often cited expert in statistics.,,,,,,,,,,,,
878,Bardies,Triangle,Orange + Pink,None,Purple,#ff00ff,#ff00ff,XO,None,3.98%,This pill gives the user the power to mystify cardinals with their jewellery making.,Hallucinatory experiences with a tiger rattlesnake.,,,,,,,,,,,,
879,Burox,Capsule,Yellow + Blue,None,Pink,#ff00ff,#ffde00,XO,None,36.51%,This pill gives the user the ability to startle barbers with their opera singing.,Constantly trying to convice people to take part in Royal Shrovetide football.,,,,,,,,,,,,
880,Pands,Triangle,Green,None,Pink,#903ef9,#ffedd7,XO,None,3.98%,This pill will give the user the power to disorient anyone who is bugging their partner at the bust stop.,"Intermitently screaming out the window: ""Women may be fined for falling asleep under a hair dryer, as can the salon owner.""",,,,,,,,,,,,
881,Spilver,Diamond,Purple,None,Pink,#ffde00,#ffde00,X{},None,7.24%,This pill will make the user able to redo their past mistakes and change their future.,Tendency to voice inanimate objects at restaurants.,,,,,,,,,,,,
882,Passionot,Capsule,Red,Black Burst,Pink,#ff00ff,#54e507,X(,None,36.51%,This pill will give the user the strength to forgive any letting agent who has besmirched their good name.,Uncontrollable desire to create a synchronized swimming routine to the beat of a washing machine.,,,,,,,,,,,,
883,Coepartridganol,Star,Red,None,Pink,#903ef9,#903ef9,X\,None,13.37%,"This pill will make the user able to make anyone repeatedly shout the name ""Dan!"" by tapping them on the shoulder.",Allergic reaction to the word 'inscrutable'.,,,,,,,,,,,,
884,MAHADMA,Triangle,Red + Yellow,Black Burst,Yellow,#54e507,#903ef9,X),None,3.98%,This pill will make the user be able to talk with the spirit of Gandhi.,You are likely to not remember exactly what he said when recounting experience to others.,,,,,,,,,,,,
885,Fripzor,Rectangle,Purple,None,Pink,#ffde00,#0bc4ff,X{.,None,2.95%,This pill will make the user courageous in the face of wasp attacks on picnics.,Potentially unhealthy obsession with axes.,,,,,,,,,,,,
886,Blampsh,Capsule,Purple,None,Pink,#ffde00,#ff00ff,XI,None,36.51%,This pill will give the user the ability to make others keep thinking their shoelaces are untied when they’re not.,Strong dislike of TV chefs reported by a small number of users.,,,,,,,,,,,,
887,Loopsil,Star,Blue,None,Pink,#54e507,#ffedd7,XI,None,13.37%,This pill will make the user act in an insipid fashion when with marginal friends.,Uncontrollable giggling during TV charity appeals.,,,,,,,,,,,,
888,Eudaimoniaph,Capsule,Orange,None,Orange,#ffde00,#903ef9,X(,None,36.51%,This pill will give the user the ability to demonstrate kindness towards perpetually angry people.,Intermittent transformation into a tailless whip scorpion.,,,,,,,,,,,,
889,Hizzitinax,Star,Purple,None,Pink,#ff00ff,#ffedd7,X),None,13.37%,This pill will implant in the user memories of reveling in the Roman Saturnalia with Caligula amidst colorful chaos.,Claiming to be an expert in pharmacology.,,,,,,,,,,,,
890,Wompil,Capsule,Yellow,None,Pink,#ff00ff,#903ef9,XQ,None,36.51%,"This pill allows the user to phase through walls, but only while holding a baguette like a sword.",Craving for French cuisine at inappropriate times.,,,,,,,,,,,,
891,Gery,Star,Blue,None,Purple,#ffde00,#ffde00,XO,None,13.37%,This pill gives the user the power to fuddle teachers with their incessant plate spinning.,"Uncontrollable urge to outstretch arms upon hearing the phrase ""reach out"".",,,,,,,,,,,,
892,Klippitinax,Pentagon,Blue,None,Green,#ffde00,#ffde00,X],None,11.28%,This pill gives the user the ability to burst jugs of milk by humming.,may cause temporary blurry vision,,,,,,,,,,,,
893,Whitewidox,Capsule,Red + Blue,None,Purple,#54e507,#ffedd7,X{},None,36.51%,This pill will give the user the sensory abilities of a pig.,Overuse of the word 'nihilistic'.,,,,,,,,,,,,
894,Dripples,Pentagon,Orange + Pink,None,Green,#54e507,#ffedd7,X(,None,11.28%,This pill will enable the user to give motivational pep talks to anyone who needs to hear them while 'The Eye of the Tiger' can be heard faintly in the background somewhere.,Intense fear of Santander products.,,,,,,,,,,,,
895,Brougham,Star,Orange,None,Yellow,#ffde00,#903ef9,X(,None,13.37%,This pill enables the user to calm others by channeling the lovable confusion of a classic comedy duo's misunderstandings.,Insatiable interest in sticks for several days following use.,,,,,,,,,,,,
896,Zeflum,Triangle,Orange,None,Orange,#ffedd7,#ffde00,X{},None,3.98%,This pill will make the user be able to eat and drink anything they want without putting on weight.,Irresistible urge to meow like a cat in supermarkets.,,,,,,,,,,,,
897,Fortunix,Star,Green + Purple,Gold Burst,Yellow,#54e507,#ff00ff,X\,None,13.37%,This pill will make the user be able to squeeze hair out the back of their hands by concentrated clenching.,Soiling of pants due to lack of concentration or non-targeted over clenching.,,,,,,,,,,,,
898,Fench,Pentagon,Pink,None,Pink,#fc8300,#ff00ff,XI,None,11.28%,This pill will make the user act in a heartless fashion towards waiters when with friends before tipping them hugely.,"Compulsive laughing upon hearing the phrase ""hot cross bun"".",,,,,,,,,,,,
899,Snort,Round,Red + Yellow,None,Pink,#ffedd7,#903ef9,X),None,5.33%,This pill will make the user feel delighted in the bedroom.,A burgeoning passion for pie eating contests.,,,,,,,,,,,,
900,Scrumpox21,Capsule,Red + Yellow,None,Yellow,#ffde00,#ffde00,XI,None,36.51%,This pill will make the user speak in a toneless fashion when attempting to give praise.,Mysterious hallucinatory experiences with a northern water snake.,,,,,,,,,,,,
901,Quazzer,Diamond,Green + Blue,None,Green,#fc8300,#54e507,XD,None,7.24%,This pill will make the user be able to guess and interject with the punchline of any joke.,A compulsion to play the audiobook of The Protestant Ethic and the Spirit of Capitalism by Max Weber on a portable speaker at the green grocers while stroking one's chin.,,,,,,,,,,,,
902,Isolatex,Triangle,Red,None,Green,#54e507,#54e507,X),None,3.98%,"This pill will make the user see a bright, colourful aura around their friends whenever they hear the word ""solo"".",Incorrect use of the word 'hypothesis'.,,,,,,,,,,,,
903,Blibbert,Pentagon,Blue,Multi Burst,Orange,#ff00ff,#ff00ff,X],None,11.28%,This pill will make the user find all babies look ugly.,Risk of gnarled hands due to excessive fist biting in company of new parents.,,,,,,,,,,,,
904,Pabs,Oval,Peach,None,Green,#ff00ff,#ff0000,XO,None,9.91%,This pill will give the user the power astonish people by telling them they too have a small intestine.,Inability to stop quoting Alexander the Great.,,,,,,,,,,,,
905,Urisko,Star,Yellow,Gold Burst,Purple,#903ef9,#fc8300,XQ,None,13.37%,This pill will allow the user to be at work and at home in bed playing video games at the same time without being fired.,Inability to stop quoting Aldous Huxley.,,,,,,,,,,,,
906,Wotacarryon,Oval,Red,Gold Burst,Green,#ff00ff,#ffedd7,XI,None,9.91%,This pill will make the user's laughter contagious to the point of causing mass hysteria.,A penchant for the morbidly absurd at family gatherings.,,,,,,,,,,,,
907,Cheggs,Capsule,Peach,None,Yellow,#ffedd7,#ffde00,X],None,36.51%,"This pill will enable users to perfectly forge signatures, but they'll inadvertently sign their own name on all official documents.",Sudden passion for glam metal and sticking one's tongue out.,,,,,,,,,,,,
908,Synergetix,Pentagon,Blue,None,Green,#ffde00,#54e507,X(,None,11.28%,"This pill will give the user the ability to turn any tense situation into a group sing-along, diffusing conflict with joy and laughter.",Frequent allusions to George Orwell.,,,,,,,,,,,,
909,Ramiro,Oval,Peach,None,Green,#903ef9,#0bc4ff,X{},None,9.91%,This pill allows the user to become invisible.,Clothes remain visible when turning invisible.,,,,,,,,,,,,
910,Hinity,Star,Pink,None,Yellow,#54e507,#54e507,X(,None,13.37%,"This pill transforms the user's calming words into the experience of being tickled by a gentle, comical feather duster.",Intermittent transformation into a nile crocodile.,,,,,,,,,,,,
911,Famongs,Star,Rainbow 2,None,Purple,#ff00ff,#ffde00,X],None,13.37%,"This pill will make users trip and fall, only to receive a standing ovation from strangers",Immediate regret for causing a scene.,,,,,,,,,,,,
912,Aerogen,Capsule,Green,None,Purple,#ffde00,#54e507,X),None,36.51%,This pill will make the user feel gleeful whenever they picture a large beach towel.,Inclination to carry around a suitcase full of rocks.,,,,,,,,,,,,
913,Executionfisher,Pentagon,Red,None,Yellow,#54e507,#ff00ff,X{},None,11.28%,This pill will make the user able to tamper with reality and bend it to their will.,Inability to stop touching one's face following habitual use.,,,,,,,,,,,,
914,Plairy,Triangle,Purple,None,Pink,#903ef9,#ffedd7,X),None,3.98%,This pill will make the user act out scenes from House whenever they see an image of a kitten.,Intermittent transformation into a golden dox.,,,,,,,,,,,,
915,Honked,Pentagon,Pink,None,Pink,#ffde00,#903ef9,X],None,11.28%,This pill makes users create ridiculous proposals for new government ministries.,may cause motion sickness and dizziness.,,,,,,,,,,,,
916,Grunblank,Oval,Orange,None,Yellow,#54e507,#903ef9,XI,None,9.91%,This pill will make the user devoid-of-personality when playing golf.,Inability to stomach french fries.,,,,,,,,,,,,
917,Todgers,Oval,Orange + Pink,None,Pink,#ff00ff,#ff00ff,X],None,9.91%,This pill lets the user embody the interpreter who almost caused a diplomatic disaster by mistranslating Genghis Khan's favorite joke.,A determination to find a bona fide wizard in Dresden.,,,,,,,,,,,,
918,Galaxil,Round,Purple,None,Yellow,#ffde00,#ffedd7,X\,None,5.33%,This pill lets the user maintain a yoga pose while being tickled.,Abnormal interest in restricted areas.,,,,,,,,,,,,
919,Smusles,Star,Red + Yellow,None,Pink,#903ef9,#ff00ff,X(,None,13.37%,This pill grants the user the ability to console those who accidentally send a text to the wrong person.,Accidentally becoming an often cited expert in anthropology.,,,,,,,,,,,,
920,Pruit,Diamond,Orange,None,Green,#ff0000,#ffde00,XO,None,7.24%,This pill will give the user game-changing thoughts on how to optimise the storage space in their lounge.,Frequent daydreams about dueling historical figures using pool noodles.,,,,,,,,,,,,
921,Chadband,Diamond,Yellow + Purple,None,Blue,#ff00ff,#ffde00,X),None,7.24%,This pill will make the user have a pleasant hallucinatory experience when visiting the last resting place of Louis Armstrong.,Perpetually concerned facial expression,,,,,,,,,,,,
