,id,name,hex1,hex2,effect,sideEffect.
,664,Zanbin,#54e507,#ffedd7,"This pill will make digital beings feel the sensation of petting a virtual cat, providing a sense of companionship and comfort.","Going up to strangers and shouting: ""It is illegal to skateboard without a license."""
,665,Xzipp,#fc8300,#ffde00,This pill will make the user an expert in histonomy.,Frequent time-travel daydreams
,666,Deborah,#903ef9,#903ef9,This pill will make the user feel disgruntled in the bedroom.,Socially detrimental obsession with clouds.
,667,Quiboon,#ff00ff,#54e507,This pill will give the user the ability to shift their mindset and perspective to overcome challenges.,May cause the user's skin to change colour when exposed to UV light.
,668,Psychosax,#ffde00,#903ef9,This pill will make the user feel fortunate in the bath.,"Compulsion to take long, luxurious baths, leading to high water bills."
,669,Gloop,#54e507,#ff00ff,This pill lets the user embody the misguided cartographer who almost prevented Lewis and Clark's expedition.,Overuse of the word 'epicure'.
,670,Tindows,#903ef9,#54e507,This pill will make the user's presence cause everyone around them to feel like they're being hugged by a compassionate giant panda.,An insatiable appetite for bamboo and an increased desire to nap.
,671,Gigglestop,#0bc4ff,#ffedd7,This pill will make the user feel intensely lonely at music festivals.,"Attracting goths, emos and Nick Cave fans."
,672,Gobi,#ffedd7,#903ef9,This pill will give the user the strength to be confident when they're feeling the complete opposite.,"Difficulty distinguishing between confidence and overconfidence, causing bold actions."
,673,Bohemiapharm,#903ef9,#fc8300,This pill will give the user the power to always win arm wrestles against dentists.,Likening one's career to a inedible cake in the shape of a skyscraper.
,674,Nymphaleen,#ff00ff,#ffde00,This pill will make the user act in an icy fashion towards superiors at work whilst excelling at their job.,Gradual morphing into a oranda goldfish with huge testicles.
,675,Regear,#ff00ff,#54e507,This pill will make the user able to diminish their bad habits except eating too much ice cream.,Fear of making eye contact with people at the gym.
,676,Embargoin,#ff00ff,#ff00ff,This pill gives the user the ability to stagger mafia dons with their stand-up comedy.,"Stopping people in the street to tell them: ""You cannot chain your alligator to a fire hydrant."""
,677,Wazlium,#54e507,#903ef9,This pill allows the user to develop a unique comedic style that subverts traditional expectations.,Nobody finds it funny.
,678,Buffonum,#ff00ff,#ffde00,This pill gives the user the ability to melt yoga equipment with their eyes.,"May cause the user to accidentally lock their keys in the office, if taken whenever the user sees a picture of a cat."
,679,Pythagorax,#903ef9,#54e507,This pill will make the user be able to answer any maths question.,Fear of phobias.
,680,Boves,#ffedd7,#ffedd7,This pill will make the user have a pleasant hallucinatory experience when visiting the last resting place of Pocahontas.,Accidentally travelling to Munich.
,681,Lutty,#903ef9,#ff00ff,This pill will give the user the power to temporarily deafen pathologists.,Swiftly morphing into a bed bug.
,682,Snumlite,#54e507,#903ef9,This pill will make the user intrepid when visiting new places when they'd normally not stray far from the hotel.,Fear of chickens.
,683,Skwixl,#ffde00,#ffde00,This pill will make the user be able to speak the language of any country they are in.,A burgeoning passion for thumb wresting.
,684,Arcana,#fc8300,#ff00ff,This pill will give the user the ability to modulate their voice and express themselves more effectively.,May cause occasional side effect of hazing your roommates and getting kicked out of your dorm
,685,Cholly,#903ef9,#0bc4ff,This pill will make the user intensely happy upon seeing a shark.,Sudden interest in shark-related documentaries and merchandise.
,686,Terraformax,#54e507,#ffedd7,This pill allows to user to show empathy towards troubled estate agents.,Constructing a 1:100 scale model of Bonn.
,687,Praised,#ff00ff,#903ef9,This pill will make the user laugh joyfully while ice skating.,Inability to resist turning every icy surface into an impromptu comedy show.
,688,Xreb,#ffde00,#fc8300,This pill will give the user the ability to empower underprivileged kids by making them fluent in 5 languages with a click of the fingers.,Intense desire to turn every public space into an elaborate obstacle course.
,689,Jick,#54e507,#ff00ff,This pill will make the user act in a frivolous fashion with children.,Intermittent transformation into a microraptor.
,690,Phasoria,#fc8300,#ff00ff,This pill gives the user the ability to summon angels with their juggling skills.,Fleeting transmogrification into a keelback.
,691,Answerphin,#ff00ff,#ff00ff,This pill boosts the user's ability to play pranks.,"Growling like an angry Dobermann upon hearing the phrase ""leverage""."
,692,Fraycium,#903ef9,#ff00ff,This pill gives the user the ability to freeze baseball games with their mind.,A odd passion for shoddy workmanship.
,693,Rast,#903ef9,#fc8300,This pill will make the user shout lines from Buffy the Vampire Slayer when they come across a deer.,Channeling Buffy the Vampire Slayer in the presence of deer.
,694,Appendix20,#54e507,#903ef9,This pill will make the user lose their mind when they come across a wastebasket.,"Inability to pronounce the word ""bite""."
,695,Laminaria,#903ef9,#54e507,This pill curbs the impulse to buy gadgets you don't need.,Intense fear of bowling balls.
,696,Rhang,#54e507,#54e507,"This pill will give the user the ability to predict otherwise unforeseeable events, freaking everyone out including the user.",Intense fear of rain.
,697,Etherealite,#54e507,#ffedd7,This pill will grant the user a contagious enthusiasm for brushing their teeth.,A strong urge to take up underwater cycling.
,698,Tainful,#903ef9,#ffde00,This pill will make the user behave ironically when trying to secure a mortgage.,
,699,Outsiderol,#54e507,#ffde00,This pill will make the user feel rejected by every element of society.,Frothy bowels.
,700,Seraphinex,#ff00ff,#903ef9,The power to summon a chorus of singing unicorns,Eyeballs spinning in sockets when angry.
,701,Snoodle,#ff00ff,#ff00ff,This pill will give the user the power to alternate between different options.,"Bubbling sensation in gut upon hearing the phrase ""bells and whistles""."
,702,Plinkster,#ffde00,#903ef9,This pill will enable the user to improvise a hilarious comedy routine based on any random prop they’re given.,Intermittent belief that one's shadow is an entirely separate being with its own comedic agenda.
,703,Glooptonite,#ff00ff,#ffde00,This pill will give the user the ability to control the weather but only in a 1 square meter area around them.,A dangerous love of jagged edges.
,704,Meachy,#ffde00,#fc8300,This pill will give the user the power to forgive any corner shopkeeper who has wronged them.,Inexplicable craving for pickled eggs from corner shops.
,705,Bookwormhol,#ffde00,#fc8300,"This pill will give the user the ability to create portals from one public library to another, within a distance of 10 miles.",Aggressive behaviour towards penguins.
,706,Chumplin,#fc8300,#ffde00,This pill will make the user feel caring whilst driving.,"Sudden impulse to give way to other drivers, even when it's not necessary."
,707,Bohemee,#ff00ff,#ff00ff,This pill will allow users to turn any tense situation into a pie-throwing contest.,Inherent tendency to break into spontaneous dance.
,708,Squibbon,#ffde00,#ffde00,This pill lets the user assume the role of the explorer who accidentally stumbled upon a lost civilization while trying to find a restroom.,Inflamed thumbs.
,709,Chapeaux22,#ffde00,#ffde00,This pill is used to treat those who send overly long voice notes.,may cause temporary delusion and irrationality.
,710,Skylarkx,#ff00ff,#54e507,This pill gives the user the ability to freeze drones with their singing.,Side effects may include social ostracism and legal repercussions if taken during a workplace function.
,711,Yaskuytrium,#903ef9,#ffedd7,This pill will make the user feel inhibited in the workplace.,Inability to not draw similarities between oneself and Bill Gates.
,712,Benten,#ff00ff,#0bc4ff,This pill will make the user lose their mind whenever they encounter weight lifting.,Intermittent transformation into a mollusk.
,713,Crooden,#ffedd7,#54e507,This pill will enable users to perfectly mimic others' movements,Involuntary mirroring of embarrassing gestures.
,714,Rottish,#903ef9,#ffde00,"
This pill strengthens the user's determination to break a bad habit for good",Train noises emanating from under the tongue.
,715,Adventilous,#0bc4ff,#ffde00,This pill will give the user the ability to lead a horse to water and make it drink.,Sudden obsession with the culinary potential of dryer lint.
,716,Transcendine,#ff00ff,#903ef9,This pill will make the user feel compassion when with their partner’s parents.,Cravings for bread cut into phalic shapes.
,717,Snobble,#ffde00,#ffde00,This pill gives the user the power to mix up friends with their diy crafting.,A tendency to find oneself in Nuremberg.
,718,Ayrie,#ff00ff,#ffde00,This pill will give the user the ability to make others act in a vacuous way when playing tennis.,Inability to walk under or around ladders following prolonged use.
,719,Rebury,#ffedd7,#fc8300,This pill will give the user the strength to forgive any con man who did them wrong.,Sudden belief that they are an expert yodeler and must share their talent with the world.
,720,Saulneapperic,#903ef9,#ffedd7,This pill will make the user have an intense hallucinatory experience when visiting the butcher's.,Refusing to swallow following habitual use.
